id,categoryId,topic,headline,body,summary,tags,readTimeSeconds,featured,relatedFactIds,themes,socialHook
captain-kidd-privateer,pirates,Captain Kidd,"Captain Kidd Was Hired to Catch Pirates, Then Condemned as One","Captain Kidd's story is full of irony. He set out in 1696 not as an outlaw but as a privateer, commissioned with the backing of powerful English lords to hunt down pirates and seize their loot. The voyage went badly, his crew grew mutinous, and Kidd ended up attacking ships he perhaps should not have. When scandal threatened his influential sponsors, they abandoned him. The pirate-hunter was condemned as a pirate, a convenient scapegoat for his politically nervous backers.","Captain Kidd began as a state-backed pirate hunter, then was abandoned by his own sponsors.","captain-kidd,privateers,scapegoat",53,false,"captain-kidd-quedagh-merchant,privateers-legal-raiders,treasure-maps-saved-life,great-fire-london-pudding-lane,privateers-profit-motive","exploration-and-navigation,storytelling-and-narrative",
captain-kidd-quedagh-merchant,pirates,Captain Kidd,"Captain Kidd Actually Buried Treasure, Helping Invent the Myth","Real pirates almost never buried treasure, but Captain Kidd is the famous exception. Before his arrest, he stashed a cache of gold, silver, and jewels on Gardiners Island off New York, apparently hoping to use it as a bargaining chip. Authorities dug it up and used it as evidence against him. That rare true story of buried pirate gold captured imaginations and helped inspire the enduring legend, later spread by novels, that pirates routinely hid treasure to be found.","Captain Kidd really did bury treasure before his arrest, a rare true case that helped create the buried-treasure myth.","captain-kidd,buried-treasure,gardiners-island",53,false,"captain-kidd-privateer,treasure-maps-navigation-intelligence,blackbeard-treasure-myth,atari-cartridge-shift,privateers-legal-raiders","storytelling-and-narrative,parental-care,hidden-underground,myth-vs-reality",
privateers-legal-raiders,pirates,Privateers,The US Government Can Still Legally License You to Rob Ships,"In wartime, governments turned robbery into a legitimate business with a document called a letter of marque. It authorized a privately owned, armed ship to attack and seize the enemy's merchant vessels, keeping the captured cargo as profit. From the victim's deck it looked exactly like piracy, but the paperwork made it legal. Remarkably, this power never fully disappeared: the United States Constitution still grants Congress the authority to issue letters of marque to this day.",A letter of marque let a private ship legally plunder enemy vessels and keep the loot — and the US Constitution still gives Congress the power to hand one out today.,"privateers,letters-of-marque,maritime-law",53,false,"privateers-profit-motive,captain-kidd-privateer,female-pirates-bonny-read,pirate-havens-safe-base,treasure-maps-navigation-intelligence","money-trade-and-value,energy-and-power,lost-and-rediscovered,storytelling-and-narrative",
privateers-profit-motive,pirates,Privateers,England's Greatest Hero Was Spain's Most Wanted Pirate,"One nation's pirate was another's knight. Sir Francis Drake raided Spanish ports and treasure ships across the 1500s, growing so feared that the Spanish nicknamed him El Draque, 'the Dragon,' and the king put a bounty on his head, viewing him as a brazen pirate. England saw it differently. Drake sailed with the Crown's blessing as a privateer, handed his queen a fortune in plundered Spanish gold, and was knighted aboard his own ship by Elizabeth I.","Spain branded Sir Francis Drake a pirate with a bounty on his head, while England knighted him for the same raids.","privateers,francis-drake,elizabeth-i",52,false,"privateers-legal-raiders,captain-kidd-privateer,buccaneers-targeted-spain,treasure-maps-navigation-intelligence,treasure-maps-saved-life",,
treasure-maps-saved-life,pirates,Treasure Maps,Only One Pirate Treasure Ship Has Ever Been Authenticated,"Despite centuries of treasure hunting, only one pirate ship laden with plunder has ever been fully verified. The Whydah, captained by 'Black Sam' Bellamy, sank in a violent storm off Cape Cod in 1717, taking its crew and loot to the bottom. In 1985, explorers found the wreck and recovered coins, weapons, and, crucially, the ship's bell engraved with the name 'Whydah'. That inscription made it the first, and so far only, pirate treasure shipwreck proven beyond doubt.","The Whydah, sunk in 1717, is the only pirate treasure ship ever fully authenticated, confirmed by its inscribed bell.","treasure-maps,whydah,sam-bellamy",53,false,"treasure-maps-navigation-intelligence,captain-kidd-privateer,female-pirates-bonny-read,blackbeard-treasure-myth,blackbeard-queen-annes-revenge","exploration-and-navigation,disaster-and-catastrophe,war-and-conflict",
treasure-maps-navigation-intelligence,pirates,Treasure Maps,A Novel Invented Almost Everything You Know About Pirates,"The classic pirate treasure map, with a dotted trail and a big X marking buried gold, is essentially fiction. Real pirates rarely buried loot; they spent it. The familiar image comes largely from one book, Robert Louis Stevenson's 1883 adventure Treasure Island. That single novel popularized or invented many beloved pirate cliches, including the X-marked map, treasure chests of gold, one-legged sailors, and pirates with parrots on their shoulders. Much of 'pirate culture' was dreamed up by a Victorian author.","The X-marked treasure map, peg legs, and shoulder parrots largely come from the 1883 novel Treasure Island, not real pirates.","treasure-maps,treasure-island,robert-louis-stevenson",52,false,"treasure-maps-saved-life,captain-kidd-quedagh-merchant,blackbeard-treasure-myth,captain-kidd-privateer,privateers-legal-raiders","storytelling-and-narrative,hidden-underground,invention-and-breakthrough",
female-pirates-bonny-read,pirates,Female Pirates,The Most Powerful Pirate in History Was a Woman,"Forget the Caribbean: the most powerful pirate who ever lived commanded the seas off China. In the early 1800s, a Cantonese woman known as Ching Shih took over a vast pirate confederation, eventually leading a fleet of hundreds of ships and tens of thousands of pirates, far larger than any Caribbean operation. She imposed a strict code, battled the Chinese navy to a standstill, and then did the near-impossible, negotiating a pardon and retiring wealthy and free.","Ching Shih commanded a Chinese pirate fleet of tens of thousands, the largest in history, then retired with a pardon.","female-pirates,ching-shih,south-china-sea",48,false,"treasure-maps-saved-life,blackbeard-treasure-myth,blackbeard-queen-annes-revenge,pirate-havens-safe-base,privateers-legal-raiders","record-extremes,money-trade-and-value,war-and-conflict",
pirate-havens-nassau,pirates,Pirate Havens,Nassau Was Briefly a Real 'Republic of Pirates',"For about a dozen years in the early 1700s, the Bahamian port of Nassau was effectively ruled by pirates rather than any government. Hundreds of outlaws, including Blackbeard and Benjamin Hornigold, used it as a lawless base to refit ships, sell plunder, and recruit crews, creating what historians call a short-lived 'Republic of Pirates.' It only ended in 1718 when a determined new governor, Woodes Rogers, arrived with the king's offer of pardon, and the threat of force.",Nassau was effectively a pirate-run 'Republic of Pirates' until a governor arrived with royal pardons in 1718.,"pirate-havens,nassau,republic-of-pirates",52,false,"pirate-havens-safe-base,blackbeard-treasure-myth,female-pirates-bonny-read,buccaneers-targeted-spain,captain-kidd-privateer",motion-and-force,
pirate-havens-safe-base,pirates,Pirate Havens,The 'Wickedest City on Earth' Sank Into the Sea,"Port Royal in Jamaica grew fabulously rich as a haven for pirates and privateers who spent their plunder in its taverns and markets, earning it the nickname 'the wickedest city on Earth.' Then, in 1692, a massive earthquake struck. Much of the city, built on loose sand, liquefied and slid beneath the waves in minutes, drowning thousands. Many survivors and onlookers saw the disaster as divine punishment for the pirate town's notorious sins. Its ruins still lie underwater today.","Port Royal, the pirate-rich 'wickedest city on Earth,' largely sank into the sea in a 1692 earthquake.","pirate-havens,port-royal,earthquake",52,false,"pirate-havens-nassau,female-pirates-bonny-read,treasure-maps-saved-life,pompeii-earthquake-before-eruption,earthquake-engineering-strong-joints","disaster-and-catastrophe,money-trade-and-value,deep-sea-and-abyss",
battlements-dropped-objects,castles-fortresses,Battlements,Pouring Boiling Oil From Castles Is Mostly a Myth,"The image of defenders dumping boiling oil on attackers is largely Hollywood invention. Oil was far too expensive to waste by the cauldron. Instead, defenders used overhanging stone galleries called machicolations, with holes in the floor, to drop what they actually had on hand: heavy rocks, scalding water, hot sand that crept into armor, and quicklime. These struck attackers crowded at the wall's base. The defense was brutal, but it relied on cheap, practical materials, not barrels of precious oil.","Castles dropped rocks, hot water, and sand through machicolations; 'boiling oil' is mostly a myth.","battlements,machicolations,siege-myths",53,false,"moats-obstacle-design,medieval-castles-defense-layers,japanese-castles-adapted-over-time,siege-towers-engineering-scale","war-and-conflict,money-trade-and-value,collective-behavior,myth-vs-reality",
japanese-castles-adapted-over-time,castles-fortresses,Japanese Castles,Some Castle Floors Were Built to Squeak on Purpose,"Some Japanese castles and palaces guarded against assassins with their own floors. Known as 'nightingale floors,' these corridors were specially constructed so that the floorboards chirped or squeaked with every footstep, no matter how lightly someone tried to tread. Anyone attempting to creep in unannounced, a spy or a would-be killer, would set off a chorus of telltale sounds. The building itself became an alarm system, turning the simple act of walking into an unavoidable announcement.","'Nightingale floors' in Japanese castles were built to squeak underfoot, betraying intruders and assassins.","japanese-castles,nightingale-floors,security",52,false,"moats-obstacle-design,siege-towers-engineering-scale,forced-perspective-focus-planning,medieval-castles-defense-layers,battlements-dropped-objects","architecture-and-structures,music-and-sound,war-and-conflict",
medieval-castles-defense-layers,castles-fortresses,Medieval Castles,A Legendary Crusader Castle Fell to a Forged Letter,"Krak des Chevaliers in Syria was one of the mightiest castles ever built, a crusader stronghold of concentric walls so formidable that armies broke against it for years. In 1271 it finally fell, but not to brute force. Tradition holds that the besieging sultan smuggled in a forged letter, supposedly from the defenders' own commander, ordering them to surrender. Believing the command, the garrison gave up a fortress that might never have been taken by storm. Deception succeeded where siege engines failed.","The great crusader castle Krak des Chevaliers reportedly surrendered in 1271 to a forged letter, not force.","medieval-castles,krak-des-chevaliers,sieges",52,false,"moats-obstacle-design,japanese-castles-adapted-over-time,battlements-dropped-objects,siege-towers-engineering-scale","war-and-conflict,motion-and-force",
